,일자,제목,부정,중립,긍정
145,20190117,이도 | 코어밸류 인수...부동산 관리사업 본격화,0.0010197227,0.016412342,0.98256797
146,20190117,"[ET투자뉴스]우진아이엔에스(010400) 수주ㆍ공급계약 - ""(주)태영건설과 .",5.010533e-05,6.499397e-05,0.99988484
147,20190117,[단독] 한강변 `금싸라기` 입지 한강호텔 팔린다,6.29477e-05,0.9999008,3.6223602e-05
148,20190117,"우진아이엔에스, 75억 규모 호텔 개발사업 수주",6.159566e-05,5.8236117e-05,0.9998802
149,20190117,"국내 O&M 플랫폼 ㈜이도, 부동산 자산 종합 운영 관리 사업 본격화",0.00051019853,0.018970685,0.9805192
150,20190117,인천도시공사 검단ㆍ미단 등 총 5개 지구 114개 필지 공급 예정,0.00032110958,0.9960555,0.0036234742
151,20190117,[장마감후 기업공시]1월 17일,6.051394e-05,0.99989426,4.518022e-05
152,20190117,"인천도시공사, 주요공급용지 설명회 개최...건설 시행사 관심 집중",5.1167808e-05,0.99989295,5.5888406e-05
153,20190117,"인천도시공사, 토지공급설명회 투자사 관심 증폭",4.8263235e-05,0.9995714,0.00038032926
154,20190118,검단 미단시티 영종 도화 114개필지 공급,0.00016080355,0.99873203,0.001107171
155,20190118,[장마감후 기업공시]1월 17일,6.051394e-05,0.99989426,4.518022e-05
156,20190118,성수동 도시문화 누리는 지식산업센터,6.0020084e-05,0.9998871,5.2746498e-05
157,20190118,9호선 언주역 도보 1분 361실 규모 복층 오피스텔,0.000115158575,0.9998198,6.51132e-05
158,20190118,“머무는 것만으로 힐링” 단독별장 분양,6.331619e-05,0.9999002,3.6433605e-05
159,20190118,기업공시[1월 17일],5.964965e-05,0.9998578,8.260544e-05
160,20190118,장 마감 후 주요 공시-17일,0.00010737072,0.9997254,0.00016725427
161,20190118,"인천공항-中 웨이하이시, 원스톱 물류시스템 'RFS' 추진",0.0055993604,0.2829164,0.7114842
162,20190118,"인천도시公, 올해 미단시티 등 5개 지구 158만7천㎡ 토지 공급",0.00020365122,0.9960984,0.003697943
163,20190118,'요식업 큰 손' 홍석천도 백기 들었다 자영업자 고혈 짜는 임대료+최저임금,4.4588243e-05,0.99992025,3.5128996e-05
164,20190119,"“일본 부동산 시장 호황, 2020년까지 지속될 것”",0.00034080615,0.99812585,0.0015333492
165,20190120,호캉스 관심 있다면 호텔 유료 멤버십 활용해볼 만,4.984812e-05,0.9999014,4.8741476e-05
166,20190121,[448개 점포 '송도 타임스페이스']국제업무단지내 '노른자 상권' 발걸음 몰리는 대형 쇼핑특구,6.5521555e-05,0.99988616,4.8234713e-05
167,20190121,"광교컨벤션 꿈에그린 상업시설, 365일 고객 발길 경기 남부 핵심 상권",5.1259027e-05,0.99990785,4.0874238e-05
168,20190121,"[돈되는 분양] 광교컨벤션 꿈에그린 상업시설, 365일 고객 발길 경기 남부 핵심 상권",7.965137e-05,0.9998766,4.378284e-05
169,20190121,해운대 백사장 앞 101층 ‘엘시티 더 레지던스’ 눈길,8.464048e-05,0.9998723,4.303802e-05
170,20190121,차별화된 MD 구성 눈길 끄는 ‘부산 오션시티 푸르지오’ 상업시설,5.623963e-05,0.9998939,4.9791444e-05
171,20190121,"넥시스 갤러리 등 언주로 일대, 고급가구 거리 메카로 떠올라",6.925966e-05,0.999861,6.97473e-05
172,20190121,"쌍용건설, '마리나 베이 샌즈' 지은 기술로 두바이 싱가포르서 미래형 호텔 병원 짓는다",0.0048340783,0.2257311,0.76943487
173,20190121,"하나카드, 태국 센타라 호텔과 MOU",3.6720503e-05,9.659795e-05,0.9998666
174,20190121,탄력붙는 롯데리츠 'AMC 설립',0.0074162623,0.4397156,0.5528681
175,20190121,[돈 되는 부동산 정보] 강남구 논현동 다세대주택 & 용산구 효창동 다세대주택 & 서대문구 대신동 다세대주택,3.8762228e-05,0.9999119,4.9396844e-05
176,20190122,탄력붙는 롯데리츠 'AMC 설립',0.0074162623,0.4397156,0.5528681
177,20190122,설악산 울산바위 아래서 힐링타임,5.3366733e-05,0.9999052,4.132361e-05
